Flux_Density,Unc_Energy_Flux100,Spectral_Index,Signif_Curve,ln(Variability_Index),hr12,hr23,hr34,hr45,GLAT,class,CLASS1,Source_Name,SpectrumType,Pivot_Energy,ASSOC1,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
-25.47639486848784,-26.996604993524276,2.732786,-1.360942325754102,3.971194509710279,-0.7246513,-0.8780153,-0.44555563,-0.9656969,0.92570114,OTHER,spp,3FGL J0001.0+6314,PowerLaw,472.15625,,28,0.9857700408501424,0.01422995914985694,0.9647253426290857,0.035274657370913,0.9993996767992777,0.0006003232007213019,0.9197095762661907,0.08029042373380958,0.0,0.002,0.0,0.0
-25.66556409127903,-27.39913902765631,1.7730473,2.3389895687511206,3.621120522711261,-0.08380534,-0.4344012,-0.70631915,-0.94180804,-44.903366,OTHER,glc,3FGL J0023.9-7203,LogParabola,856.4519,47 Tuc,0,0.0032812309778600863,0.9967187690221406,0.003716965934548786,0.9962830340654504,0.0021015389602815305,0.9978984610397195,0.07119024410906448,0.9288097558909363,1.0,1.0,1.0,1.0
-30.737952156679786,-27.21064780696626,2.0867453,-0.13002563929498903,3.4433864223059514,0.8748904,-0.74927413,-0.6897258,-0.16747986,1.3377548,OTHER,snr,3FGL J0025.7+6404,PowerLaw,3518.6775,Tycho,0,0.9895534650281207,0.010446534971879152,0.9178026151561284,0.08219738484387192,0.9710172146351325,0.028982785364867862,0.9333911912932382,0.06660880870676207,0.0,0.003,0.0,0.0
-26.75180818778272,-27.778174350113105,2.5623276,0.6103808184156143,3.677519762467593,-0.553906,-0.58923995,-0.91297513,-0.5906225,-21.544806,OTHER,gal,3FGL J0042.5+4117,PowerLaw,572.78046,M31,0,0.9511334812144737,0.048866518785526517,0.5952002751189808,0.40479972488101945,0.5212834771634642,0.47871652283653526,0.8378263700660936,0.1621736299339064,0.0,0.222,0.364,0.0
-28.041658976556633,-27.71221941429488,2.169111,0.12669502853079476,4.051957954236285,-0.5747277,-0.65921307,-0.48312023,-0.6927539,-87.95155,OTHER,sbg,3FGL J0047.5-2516,PowerLaw,1149.6525,NGC 253,0,0.9995203056291948,0.00047969437080585034,0.993991976651874,0.006008023348125437,0.9772668509015285,0.022733149098471482,0.9885723522893273,0.011427647710673072,0.0,0.0,0.0,0.0
-25.2708008946213,-26.955253915698716,2.22098,0.9177176498961931,3.781899669450822,-0.4339719,-0.6432912,-0.6395211,-0.76817554,-44.41674,OTHER,GAL,3FGL J0059.0-7242e,PowerLaw,665.53204,SMC,4,0.8642525057803514,0.13574749421964927,0.7941795060426751,0.20582049395732407,0.4663281313941112,0.533671868605888,0.7022066677143043,0.2977933322856962,0.0,0.025,0.751,0.001
-26.251442363381432,-27.05557524306933,2.504486,0.8914698847818788,3.750335513709239,-0.5004157,-0.68228036,-0.67271966,-0.99997044,0.3920805,OTHER,spp,3FGL J0128.4+6257,PowerLaw,672.94214,,0,0.7572789093304748,0.24272109066952466,0.022164749847325554,0.9778352501526729,0.2033185083361456,0.7966814916638548,0.4859518974749585,0.5140481025250416,0.015,1.0,1.0,0.565
-30.36021303662356,-26.27639416624453,2.2950974,1.303892074371153,3.780477119453751,-0.49566734,-0.71492845,-0.71594435,-0.999454,0.9424945,OTHER,spp,3FGL J0220.1+6202c,PowerLaw,4001.0137,,48,0.017706238983031197,0.9822937610169686,0.0063973907205358525,0.9936026092794635,0.015570927061210878,0.9844290729387887,0.24406461808029073,0.7559353819197092,1.0,1.0,1.0,1.0
-28.961560816869746,-26.42553216795297,2.475545,0.637101835273835,3.8068450699439933,0.9557523,-0.7311285,-0.847135,-0.5881218,1.6175137,OTHER,spp,3FGL J0224.0+6235,PowerLaw,1949.5594,,16,0.9490809224003793,0.050919077599621304,0.5585760242550598,0.44142397574493986,0.6078624675943686,0.39213753240563054,0.4863980220138831,0.513601977986117,0.0,0.365,0.098,0.585
-21.998440535502567,-26.147503925085527,2.1896782,2.819967656550498,5.84159549763674,-0.4776806,-0.6705284,-0.71204525,-0.85391206,1.0862774,OTHER,HMB,3FGL J0240.5+6113,LogParabola,547.57886,LS I+61 303,0,0.44396959386600077,0.5560304061339993,0.11442123730085559,0.8855787626991435,0.3108581640289597,0.6891418359710393,0.6358637092981978,0.36413629070180237,0.658,0.982,0.964,0.017
-27.727842615561407,-27.78736963227493,2.3233023,-0.674834746021869,3.725882489659019,-0.6703641,-0.6277343,-0.68740994,-0.3623248,-51.9359,OTHER,sbg,3FGL J0242.7-0001,PowerLaw,920.24646,NGC 1068,0,0.9902295005107715,0.009770499489228191,0.9962139480126194,0.0037860519873805384,0.9966583609597914,0.0033416390402087027,0.9153723639817346,0.08462763601826577,0.0,0.0,0.0,0.0
-29.46564577842787,-27.665017368058546,2.1977007,0.8938630228120802,3.6175861967408673,-0.5939346,-0.6340726,-0.57058513,-0.9999661,-35.709038,OTHER,pwn,3FGL J0454.6-6825,PowerLaw,1776.1125,PWN G279.8-35.8,0,0.9759692240045275,0.024030775995473843,0.250248309790592,0.7497516902094084,0.11793498026114257,0.8820650197388574,0.6020042475362244,0.3979957524637752,0.0,0.952,1.0,0.071
-28.130343047913584,-27.36523501977798,2.3491838,-0.30276620649875946,3.626638503128031,-0.5906053,-0.8520776,-0.45908022,-0.3842624,6.3492813,OTHER,spp,3FGL J0500.3+5237,PowerLaw,1231.9395,,0,0.9936850467619506,0.0063149532380498,0.9863339462321845,0.013666053767813595,0.9918513828198855,0.008148617180115189,0.9429563600985638,0.057043639901435385,0.0,0.0,0.0,0.0
-22.4214203610387,-26.249608457426937,2.017084,1.8811791306664467,4.226893442106269,-0.49599028,-0.6005208,-0.67542744,-0.64879835,-32.850204,OTHER,GAL,3FGL J0526.6-6825e,LogParabola,396.32202,LMC,0,0.17440974125840164,0.8255902587415987,0.2591662159150188,0.7408337840849806,0.19460194668309544,0.805398053316904,0.6417547438009746,0.3582452561990258,0.994,0.897,1.0,0.02
-18.28548727006569,-25.841143354285013,5.715894,0.8273012478202758,5.597953800203161,-0.99999434,0.99443537,-0.39162585,-0.999101,-5.781213,OTHER,PWN,3FGL J0534.5+2201s,PowerLaw,100.79754,Crab,20,0.9848664017793052,0.015133598220694463,0.9812912343098972,0.018708765690103178,0.9997801987568075,0.00021980124319357058,0.7088857077092889,0.29111429229070984,0.001,0.0,0.0,0.002
-24.729277572010645,-26.13478842627149,2.1944747,0.29605567087980345,4.120546035750273,-0.5254956,-0.6444767,-0.48491386,-0.73834515,-1.4995799,OTHER,SNR,3FGL J0540.3+2756e,PowerLaw,705.1263,S147,0,0.5734528400027391,0.4265471599972608,0.6690329372160646,0.3309670627839336,0.9567814089036061,0.04321859109639432,0.7917817420073174,0.20821825799268212,0.27,0.158,0.003,0.0
-25.978782585902074,-26.94597715768177,2.8348546,1.7669612216938597,3.974079348281132,-0.24274996,-0.7792552,-0.8701869,-0.59673154,-0.7620364,OTHER,spp,3FGL J0610.6+1728,LogParabola,903.2897,,0,0.9492503167248814,0.050749683275118404,0.03692137479951694,0.9630786252004822,0.1041842195206682,0.8958157804793319,0.6085865628391323,0.3914134371608677,0.0,1.0,1.0,0.061
-24.09464834144195,-25.6868500555864,1.999889,2.537691561936918,3.9241041223925874,-0.24429186,-0.5376386,-0.54189444,-0.65352607,3.0336995,OTHER,SNR,3FGL J0617.2+2234e,LogParabola,1444.2197,IC 443,0,0.14040582430530663,0.859594175694694,0.002961994099926781,0.9970380059000757,0.01576141976631405,0.984238580233685,0.5589638869427739,0.4410361130572263,0.922,1.0,1.0,0.208
-28.281231608405992,-26.588836147890373,2.3564208,1.5956516050815772,3.7621928634676847,-0.02327583,-0.5898471,-0.53805995,-0.8921625,-1.3048923,OTHER,spp,3FGL J0631.6+0644,LogParabola,2599.9565,,0,0.0022340888752984704,0.9977659111247016,0.003694708872659862,0.9963052911273402,0.058444347858796535,0.9415556521412024,0.07229057576390588,0.927709424236095,1.0,1.0,1.0,1.0
-27.29474381087447,-26.80111898038221,2.5558372,0.09507338044610561,3.6704433948506954,-0.6274545,-0.836226,-0.8138625,-0.27849662,1.2806075,OTHER,spp,3FGL J0640.9+0752,PowerLaw,947.25964,,17,0.8981865102677582,0.10181348973224212,0.6589629374368353,0.34103706256316496,0.9337554867672755,0.06624451323272482,0.7768541185210288,0.2231458814789711,0.0,0.144,0.0,0.0
-27.124708290100997,-26.283128956833405,2.0516248,1.1131437435149867,4.1222673118003925,-0.19615343,-0.59998935,-0.4928175,-0.5934498,-3.2763379,OTHER,SNR,3FGL J0822.6-4250e,PowerLaw,2255.966,Puppis A,0,0.2185986532397089,0.7814013467602909,0.4392602962291288,0.5607397037708718,0.6895355406665407,0.3104644593334593,0.7027701221696093,0.29722987783039095,0.988,0.698,0.009,0.0
-26.654957158395305,-25.736056921124028,2.7226977,1.423264724600888,4.483910511786011,-0.39936692,-0.5999825,-0.8034118,-0.95769894,-3.0452278,OTHER,spp,3FGL J0838.1-4615,LogParabola,1401.3173,,1,0.7144415158921291,0.28555848410787077,0.126616779337255,0.8733832206627451,0.18590851498314162,0.8140914850168587,0.5643793353717466,0.4356206646282528,0.093,0.995,1.0,0.165
-28.673645235210042,-26.351918336212766,2.5854046,1.1216029827292004,4.016177693354658,-0.477334,-0.9278071,-0.88599765,0.18473783,-3.7674587,OTHER,spp,3FGL J0839.1-4739,PowerLaw,1632.8274,,0,0.3955367681292786,0.6044632318707208,0.8178618686533381,0.18213813134666243,0.8312814152477697,0.16871858475223145,0.523915785480558,0.4760842145194418,0.767,0.014,0.002,0.361
-29.968725290626715,-25.935175038416673,2.3785477,-1.1639026831203538,4.014454361932868,-0.69284314,-0.7881569,-0.79543555,-0.4549833,-2.0601761,OTHER,spp,3FGL J0843.1-4546,PowerLaw,3553.9956,,1,0.5017480499746447,0.4982519500253555,0.9844603371132835,0.015539662886715502,0.9963204281498552,0.003679571850144664,0.6353082972172609,0.36469170278273855,0.491,0.0,0.0,0.025
-27.573364904135307,-25.854247990359994,1.9446316,0.49493207977993187,4.5333724703815355,-0.46676356,-0.6380545,-0.58423847,-0.19898026,-1.233045,OTHER,SNR,3FGL J0852.7-4631e,PowerLaw,3544.2734,Vela Jr,512,0.9426858485709565,0.05731415142904266,0.9445611171369854,0.055438882863015085,0.9874978612973134,0.012502138702686957,0.8670006944077497,0.13299930559224984,0.0,0.0,0.0,0.0
-28.396910610435494,-27.677022288416,2.3757112,0.4170560237793066,3.853456929435911,-0.63732606,-0.8158063,-0.44512504,-0.8377698,-11.247007,OTHER,glc,3FGL J0912.2-6452,PowerLaw,1045.2452,NGC 2808,1,0.9316132109781191,0.0683867890218798,0.5280994384374089,0.47190056156259125,0.8294030440667189,0.17059695593328117,0.8947166319010157,0.10528336809898486,0.0,0.392,0.0,0.0
-27.538046592740017,-27.809125448390397,2.2100296,0.2668593040932182,3.683796539192846,-0.49798882,-0.4738833,-0.7442837,-0.43384165,40.543133,OTHER,sbg,3FGL J0955.4+6940,PowerLaw,1015.19855,M 82,0,0.9102313680051111,0.08976863199488823,0.9265826340622025,0.07341736593779731,0.8589966985220409,0.1410033014779588,0.8421264092573465,0.15787359074265336,0.0,0.0,0.0,0.0
-24.55956811433947,-25.51031576053523,2.546475,3.0531638830624455,3.744561226862562,-0.40063214,-0.6777257,-0.7409849,-0.9165123,-1.6901059,OTHER,HMB,3FGL J1018.9-5856,LogParabola,1350.214,1FGL J1018.6-5856,0,0.045378626981770635,0.9546213730182301,0.0001905466645253695,0.9998094533354734,0.000386748018584281,0.9996132519814155,0.09973371204368175,0.9002662879563191,0.988,1.0,1.0,1.0
-27.19566826551455,-25.679038891120985,2.3901007,2.1848892193714615,4.051743151116316,-0.28713804,-0.6492822,-0.64168155,-0.7244292,-0.6330746,OTHER,BIN,3FGL J1045.1-5941,LogParabola,3281.8196,Eta Carinae,0,0.02359720945295179,0.976402790547049,0.004375588664533169,0.9956244113354678,0.022487656129687797,0.9775123438703132,0.3728642781277979,0.627135721872202,0.987,1.0,1.0,0.974
-26.773122772740987,-25.820890851874466,2.7986279,1.8480577051822762,3.1491851380740763,0.58748084,-0.5106462,-0.76632786,-0.91673636,-0.8029164,OTHER,spp,3FGL J1101.9-6053,LogParabola,1629.2163,,20,0.263295323999591,0.7367046760004085,0.0004866246427293754,0.9995133753572721,0.005153088805981891,0.9948469111940187,0.16281424380193907,0.8371857561980626,0.82,1.0,1.0,1.0
-27.39133159496771,-26.030475353309033,2.3874407,2.042186639879946,3.8434693543555967,-0.52505696,-0.5194687,-0.6016011,-0.7671582,-0.087617256,OTHER,spp,3FGL J1111.9-6038,LogParabola,2979.1165,,0,0.008011797293305001,0.9919882027066936,0.0020527818208722834,0.9979472181791275,0.019669341139143717,0.9803306588608565,0.2629725621214546,0.7370274378785455,1.0,1.0,1.0,1.0
-28.594215391011183,-27.54979799604484,2.3527286,-1.3925764139626353,3.694121010811121,-0.78464276,-0.7355109,-0.45662904,-0.6552898,9.930705,OTHER,spp,3FGL J1209.1-5224,PowerLaw,1178.4216,,0,0.9958111332929989,0.004188866707000918,0.9932593771641237,0.006740622835876659,0.9991447733901384,0.0008552266098615794,0.9622330486269985,0.0377669513730012,0.0,0.0,0.0,0.0
-27.1455521026532,-25.767150209912998,2.4878008,0.13262291822459926,3.9834520143802186,-0.5104581,-0.72731334,-0.78809196,-0.61285406,-0.31910145,OTHER,spp,3FGL J1212.2-6251,PowerLaw,1541.7622,,16,0.15716299196083466,0.8428370080391657,0.603491538255992,0.39650846174400617,0.8739414696140714,0.12605853038592893,0.4743778388027712,0.5256221611972286,1.0,0.252,0.004,0.647
-27.446042139807012,-25.8353981604236,2.423083,1.4566545657116177,4.0607695084802335,-0.10347571,-0.6206147,-0.6607779,-0.7962457,-0.05242593,OTHER,spp,3FGL J1214.0-6236,LogParabola,2189.5098,,0,0.010335682696561738,0.9896643173034387,0.041109817165417895,0.9588901828345828,0.1463386786307893,0.8536613213692121,0.0819575395846404,0.9180424604153596,1.0,1.0,1.0,1.0
-32.268293506118816,-26.305989969493346,1.6418201,-0.3999867689696722,3.8468623832737743,0.9992894,-0.6587412,-0.5684889,0.13383783,-0.3575578,OTHER,PWN,3FGL J1303.0-6312e,PowerLaw,17494.146,HESS J1303-631,5,0.9028223095289459,0.09717769047105458,0.9881561785003556,0.011843821499644726,0.997956833388122,0.0020431666118782632,0.9134698805246128,0.08653011947538773,0.001,0.0,0.0,0.0
-26.529066911335487,-27.415730013225502,2.4269416,-0.5729568977242034,4.040933878500059,-0.67354715,-0.72050136,-0.58678263,-0.62376755,13.373529,OTHER,sbg,3FGL J1305.4-4926,PowerLaw,740.5398,NGC 4945,0,0.9995380480547307,0.00046195194526940886,0.9884772949509004,0.011522705049098903,0.9963527583205134,0.003647241679486232,0.9871798800921369,0.01282011990786503,0.0,0.0,0.0,0.0
-29.484473100075544,-26.270941431691753,2.1008358,0.6156693957892504,4.111929477671694,0.9996153,-0.5922082,-0.49671358,-0.68759304,0.14045842,OTHER,snr,3FGL J1305.7-6241,PowerLaw,4143.1157,Kes 17,0,0.8537133187537007,0.14628668124629868,0.8604556430165404,0.13954435698345924,0.8954968042438787,0.10450319575612092,0.7946855135640961,0.20531448643590386,0.002,0.014,0.001,0.0
-27.573217639212558,-27.35339825739599,2.0932982,1.8178488357924405,4.195556201505315,0.9998341,-0.2653788,-0.67746735,-0.96123135,14.98316,OTHER,glc,3FGL J1326.7-4727,LogParabola,1607.4164,Omega Cen,0,0.022932948722851506,0.9770670512771491,0.02879455155016947,0.9712054484498311,0.08176961666495938,0.9182303833350398,0.18049864633966906,0.8195013536603315,1.0,1.0,1.0,1.0
-27.453870767736937,-27.867411405030744,2.599977,-0.4394696660256435,3.664113353448932,-0.80197453,-0.6563586,-0.56761855,-0.9999898,80.834595,OTHER,css,3FGL J1330.5+3023,PowerLaw,652.1419,3C 286,0,0.998260290156384,0.0017397098436162976,0.8918476379922479,0.10815236200775215,0.9245446532033511,0.07545534679664725,0.8999556094713552,0.10004439052864582,0.0,0.0,0.0,0.0
-24.866323264104427,-26.194463536883514,2.4732194,1.2050863141638264,4.065545872429757,-0.39606974,-0.7278452,-0.75483584,-0.9648328,-0.18717425,OTHER,spp,3FGL J1345.1-6224,PowerLaw,626.965,,532,0.09886049922020815,0.901139500779791,0.03068487470873592,0.9693151252912628,0.15998977437637074,0.8400102256236291,0.1473983548668381,0.8526016451331613,0.999,1.0,1.0,1.0
-29.05956762528811,-26.210588720003198,2.1836739,1.0675991871438735,3.9403645861231498,-0.5512364,-0.49017867,-0.56195146,-0.7245458,0.04781959,OTHER,spp,3FGL J1441.5-5955c,PowerLaw,2982.2705,,36,0.24981508989931217,0.7501849101006879,0.08416283069826153,0.9158371693017382,0.2904744450683187,0.7095255549316818,0.5579249022839862,0.44207509771601267,0.971,1.0,1.0,0.206
-24.034243457443264,-25.990547314384084,2.5589745,1.1371085827956864,3.944372712237439,-0.6499847,-0.75838387,-0.7167439,-0.99793726,0.43215373,OTHER,spp,3FGL J1549.1-5347c,PowerLaw,509.99487,,609,0.02474342828701884,0.9752565717129809,0.032630631418481715,0.9673693685815177,0.15909994233253663,0.8409000576674641,0.15444557890979607,0.8455544210902037,1.0,1.0,1.0,1.0
-32.17080887971587,-26.580573725553844,1.7892175,0.9286777415911397,3.5994265016576206,0.9833738,-0.0014771638,0.012313326,-0.34393668,-1.6047833,OTHER,spp,3FGL J1551.1-5610,PowerLaw,11464.523,,16,0.8665525487561988,0.1334474512438018,0.9371604549468671,0.06283954505313254,0.9607238787210939,0.03927612127890592,0.9371079247857185,0.06289207521428189,0.0,0.001,0.0,0.0
-27.765331458874993,-26.30012027227931,2.0767007,0.3465798951731024,3.436434166784649,-0.46042842,-0.5939704,-0.5761289,-0.51685613,-1.7586524,OTHER,spp,3FGL J1552.9-5610,PowerLaw,2455.051,,64,0.3792489712949854,0.6207510287050133,0.2397929531339775,0.7602070468660218,0.7054626570502718,0.294537342949727,0.8091701911001504,0.1908298088998495,0.758,0.985,0.022,0.0
-28.878259537449775,-25.732765103005107,1.8643473,0.9731629176887983,4.248720937664962,0.9997405,0.019213004,-0.51783043,-0.476601,-0.65924525,OTHER,spp,3FGL J1615.3-5146e,PowerLaw,6018.2393,,516,0.8608969312020528,0.13910306879794715,0.9234244455416538,0.07657555445834678,0.9013143651265201,0.09868563487347949,0.7827463365812276,0.21725366341877192,0.002,0.0,0.005,0.0
-27.008888435073516,-25.49953339919858,2.1447906,0.09333392739859636,4.959303129195855,-0.54881907,-0.6893966,-0.6063951,-0.46509698,-0.13110612,OTHER,PWN,3FGL J1616.2-5054e,PowerLaw,2725.7573,HESS J1616-508,0,0.9184069255543378,0.08159307444566295,0.9755229102676458,0.02447708973235471,0.9967058830672921,0.0032941169327087468,0.8542767679709491,0.1457232320290518,0.0,0.0,0.0,0.0
-30.13093350715908,-27.21563413398176,2.140068,0.884611237156634,3.7785544770385635,0.9856203,-0.73566633,-0.16574556,-0.99998766,19.467222,OTHER,glc,3FGL J1616.8-2300,PowerLaw,2685.8433,M80,0,0.9741673113342268,0.025832688665772763,0.6501591136256298,0.3498408863743709,0.6838490539317053,0.31615094606829375,0.6590122303642046,0.3409877696357951,0.0,0.162,0.01,0.003
-27.17071478720707,-25.940419502868686,2.4569876,1.5115473207337806,3.8583560014370946,0.99921685,-0.5658203,-0.7210109,-0.94552445,-0.14605142,OTHER,spp,3FGL J1628.9-4852,LogParabola,1911.8887,,8,0.04660620234754848,0.9533937976524502,0.009475357795806544,0.9905246422041923,0.07590499696103375,0.9240950030389665,0.10155975547604948,0.8984402445239509,0.979,1.0,1.0,1.0
-26.688481575495082,-25.37939186042022,2.1106853,0.7198614915602998,4.480594715169618,0.121134266,-0.6064094,-0.60820985,-0.61012983,0.12089922,OTHER,PWN,3FGL J1633.0-4746e,PowerLaw,2956.6348,HESS J1632-478,512,0.8843736355342667,0.11562636446573361,0.8322239881445357,0.1677760118554626,0.91472931492689,0.08527068507311088,0.7919647415097649,0.2080352584902352,0.005,0.015,0.004,0.0
-28.41001540982677,-25.530942297872837,2.2146459,1.258512662792642,4.050807908155478,-0.71959764,-0.6720781,-0.7385524,-0.76067984,0.13210484,OTHER,spp,3FGL J1636.2-4709c,PowerLaw,3479.6523,,884,0.010788526577312193,0.989211473422688,0.04078418100867893,0.9592158189913197,0.08183666231822301,0.9181633376817772,0.22354066458089852,0.776459335419102,1.0,1.0,1.0,1.0
-26.316953475967875,-25.56691023633835,2.4718857,2.280157286401496,4.000603661319551,0.057235602,-0.5694228,-0.624856,-0.90504843,-0.15647167,OTHER,snr,3FGL J1636.2-4734,LogParabola,2186.559,SNR G337.0-00.1,64,0.05068499399229957,0.9493150060077017,0.0012647403388587077,0.9987352596611415,0.013227579263481832,0.9867724207365178,0.10034827771036695,0.8996517222896334,0.982,1.0,1.0,1.0
-26.601143448158055,-25.648406209927362,2.5215013,1.9025685714501044,4.35129296728603,0.18119545,-0.46823165,-0.66557807,-0.8176814,0.00535545,OTHER,spp,3FGL J1638.6-4654,LogParabola,1982.7982,,0,0.4055961407467028,0.5944038592532983,0.03591218191366377,0.9640878180863383,0.1333662382663363,0.8666337617336622,0.4056786533609114,0.5943213466390878,0.698,1.0,1.0,0.904
-31.353931819658726,-25.817040152527646,1.858322,-1.3867302256529899,3.634480394496728,0.89027447,-0.5696724,-0.5721027,-0.32406238,-0.020029241,OTHER,spp,3FGL J1640.4-4634c,PowerLaw,12843.685,,32,0.875991716600365,0.12400828339963368,0.9923299653420737,0.007670034657926141,0.9988791601159356,0.0011208398840636658,0.8898591534968394,0.11014084650316068,0.001,0.0,0.0,0.0
