Flux_Density,Unc_Energy_Flux100,Spectral_Index,Signif_Curve,ln(Variability_Index),hr12,hr23,hr34,hr45,GLAT,class,CLASS1,Source_Name,SpectrumType,Pivot_Energy,ASSOC1,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
-27.152725441301442,-25.607861142270725,2.3755996,-0.24523793545402145,3.674611314637217,-0.6660917,-0.8483191,-0.4218384,-0.7027347,0.060354102,OTHER,spp,3FGL J1641.1-4619c,PowerLaw,1759.4744,,36,0.22957727196145478,0.7704227280385451,0.7520394868489729,0.24796051315102696,0.9638309427049692,0.0361690572950316,0.7325715447925234,0.26742845520747643,0.994,0.111,0.002,0.0
-26.346989368376136,-26.901401164086053,2.7149,0.9580432320604065,3.5979435243373312,-0.4304335,-0.89185864,-0.7875072,-0.9997931,-5.765146,OTHER,spp,3FGL J1645.9-5420,PowerLaw,608.825,,16,0.6479181640648948,0.3520818359351056,0.032961174067215694,0.9670388259327842,0.08185850987147626,0.9181414901285254,0.5924536137272827,0.40754638627271755,0.115,1.0,1.0,0.086
-26.695682165258464,-27.014281895467093,2.0659773,1.8073034843228157,3.848630393241266,-0.3149025,-0.5261133,-0.6799173,-0.7988968,7.3104925,OTHER,glc,3FGL J1701.2-3006,LogParabola,1266.4102,M62,0,0.006453809950030972,0.9935461900499678,0.009396776514345513,0.9906032234856539,0.026091458334413096,0.9739085416655869,0.09851850047558566,0.9014814995244144,1.0,1.0,1.0,1.0
-30.83652486970788,-25.853999731963988,1.6235359,0.672603958408558,3.682052116012859,0.26785427,-0.6803512,-0.2545265,-0.12497361,-0.4728954,OTHER,SNR,3FGL J1713.5-3945e,PowerLaw,14166.48,RX J1713.7-3946,4,0.6867529387811768,0.31324706121882295,0.9024401286894324,0.09755987131056694,0.9385002067356718,0.061499793264327585,0.8800961944377272,0.11990380556227373,0.087,0.009,0.0,0.0
-24.913156210461725,-25.66355699466622,2.243362,1.6637663661881867,4.2307689967464395,-0.46950474,-0.58272535,-0.6170255,-0.9073285,0.07697307,OTHER,snr,3FGL J1714.5-3832,LogParabola,1113.7568,CTB 37A,0,0.002760906665178367,0.997239093334822,0.011408814256306571,0.9885911857436943,0.10977757184458037,0.8902224281554201,0.12967233762057442,0.8703276623794266,1.0,1.0,1.0,1.0
-26.515334043588343,-26.804525427711237,2.4893813,1.081364378699352,3.98256333417733,-0.5835012,-0.75474054,-0.6198644,-0.9999936,5.722799,OTHER,glc,3FGL J1716.6-2812,PowerLaw,809.012,NGC 6316,0,0.6898488188277907,0.3101511811722092,0.23263831153494371,0.7673616884650563,0.21017948483687426,0.7898205151631256,0.4321005879341018,0.5678994120658984,0.134,0.967,1.0,0.814
-28.637773630689992,-26.032377723049766,2.1343594,0.17257328215982504,3.7277336324055517,-0.7198329,-0.6213248,-0.49319828,-0.58166254,0.16170193,OTHER,snr,3FGL J1718.0-3726,PowerLaw,3397.181,SNR G349.7+00.2,4,0.5604394032727374,0.4395605967272629,0.5060532658714172,0.49394673412858275,0.8760597112800714,0.1239402887199288,0.7772092890398943,0.22279071096010464,0.306,0.508,0.003,0.0
-27.945424185820123,-26.688404270980946,2.5115986,0.32101790546688047,3.7099334911471633,-0.60158753,-0.8065348,-0.39163014,-0.9999916,-5.1674995,OTHER,spp,3FGL J1722.9-4529,PowerLaw,1268.2042,,1,0.5684805594895521,0.43151944051044866,0.27068310550686064,0.7293168944931391,0.7450171724145138,0.25498282758548685,0.7418963190633292,0.25810368093667097,0.326,0.958,0.005,0.0
-26.394256366342447,-26.525731383901878,2.6000779,1.1913328402293308,4.020734391731758,-0.6484468,-0.96083444,-0.3753156,-0.11241324,3.9976633,OTHER,spp,3FGL J1725.1-2832,PowerLaw,772.94617,,513,0.858674477409008,0.141325522590992,0.947255447432192,0.05274455256780915,0.9593270276956334,0.040672972304366596,0.7711533779548313,0.2288466220451686,0.0,0.001,0.0,0.0
-28.644832450512794,-26.987224109786116,2.3268895,0.343811588287251,3.7301811004285783,-0.7968445,-0.4880588,-0.5124502,-0.89864373,-6.252981,OTHER,spp,3FGL J1728.0-4606,PowerLaw,1663.3168,,0,0.10191734602486484,0.8980826539751354,0.2584501959525176,0.7415498040474814,0.6593023547399632,0.3406976452600362,0.6166465044405582,0.3833534955594414,1.0,0.972,0.006,0.034
-25.146001574922575,-26.67440811526368,2.6920033,1.8094535138857082,3.9211026776215587,-0.20910525,-0.8365215,-0.8922596,-0.9998756,3.2665544,OTHER,spp,3FGL J1729.5-2824,LogParabola,650.7375,,2329,0.10949401804806731,0.890505981951934,0.005858956684145463,0.994141043315854,0.012796506991998387,0.9872034930080018,0.26333735356419263,0.7366626464358075,1.0,1.0,1.0,1.0
-26.13917258002368,-27.032518337137606,2.3757675,1.19961842140228,3.8493994789443895,-0.67797375,-0.523537,-0.6970055,-0.9731425,-6.7336917,OTHER,glc,3FGL J1736.2-4444,PowerLaw,826.98785,NGC 6388,512,0.015298305364164882,0.9847016946358347,0.019947277839125074,0.9800527221608739,0.10187952307252632,0.8981204769274738,0.1638393753410119,0.8361606246589883,1.0,1.0,1.0,1.0
-29.289295879297484,-26.11353284402655,2.142717,1.2347326720407192,4.038187162308492,-0.18911512,-0.7566326,-0.5557504,-0.7135542,-0.2434729,OTHER,spp,3FGL J1737.3-3214c,PowerLaw,3345.9114,,36,0.15303868151728092,0.8469613184827193,0.08605519596256295,0.9139448040374369,0.2429076568140621,0.7570923431859378,0.5868946449617028,0.4131053550382967,0.999,1.0,1.0,0.114
-26.69017405573721,-26.014933790899768,2.4812584,2.011863432527035,4.274405370631676,0.63054967,-0.45847696,-0.67463505,-0.95169014,-0.20572838,OTHER,snr,3FGL J1741.1-3053,LogParabola,1871.6743,MSH 17-39,4,0.08551340687759935,0.9144865931224013,0.006861287088873265,0.9931387129111265,0.06378216951874632,0.9362178304812531,0.1555042684076313,0.8444957315923689,0.956,1.0,1.0,1.0
-24.985228782242316,-25.498938688708847,2.720565,2.237542497892434,4.0889600789564025,-0.5900777,-0.60994786,-0.9141809,-0.6801188,-0.5787976,OTHER,spp,3FGL J1745.1-3011,LogParabola,1135.2062,,20,0.20308697935568196,0.7969130206443189,0.005861155277571577,0.9941388447224273,0.013897257564084236,0.9861027424359159,0.3297541714756798,0.6702458285243202,0.891,1.0,1.0,0.994
-26.43825447415334,-24.4004010452621,2.3217735,0.2686719217144097,4.223225948012447,-0.7390046,-0.68623245,-0.48663518,-0.6835484,-0.039297067,OTHER,spp,3FGL J1745.6-2859c,PowerLaw,2545.4705,,544,0.5113164752558053,0.4886835247441948,0.8413807100499734,0.15861928995002653,0.9380662466822354,0.061933753317765114,0.7565299168269839,0.24347008317301494,0.466,0.016,0.008,0.0
-26.392478942783246,-24.715495375954863,2.4289012,2.2350618771289112,4.044149564995911,0.92160136,-0.33983308,-0.6533861,-0.82222444,-0.10315697,OTHER,pwn,3FGL J1746.3-2851c,LogParabola,2933.66,PWN G0.13-0.11,48,0.008948481343091879,0.9910515186569078,0.0072815757512586935,0.992718424248741,0.0321940057148255,0.9678059942851746,0.08758407800306041,0.9124159219969392,1.0,1.0,1.0,1.0
-25.44785171776443,-26.141716550034623,2.0920227,2.2453754038204106,4.323004081882802,-0.23158383,-0.47418985,-0.6544078,-0.9094432,1.6885995,OTHER,glc,3FGL J1748.0-2447,LogParabola,1280.3826,Terzan 5,0,0.02003129657897185,0.9799687034210277,0.0020492208118609296,0.9979507791881407,0.022162558652403512,0.9778374413475964,0.29216719906232574,0.7078328009376745,1.0,1.0,1.0,0.999
-24.932196419985136,-26.517430272837593,2.63544,0.4952769916664302,3.8173020989896473,-0.6184555,-0.79674983,-0.6398424,-0.95089775,3.791172,OTHER,glc,3FGL J1748.9-2021,PowerLaw,598.3107,NGC 6440,0,0.31486975418827645,0.6851302458117239,0.6111419387474071,0.38885806125259276,0.6329586807658033,0.3670413192341971,0.6133622903223769,0.3866377096776243,0.95,0.221,0.032,0.037
-27.218134213030723,-26.913517358970356,2.3378122,0.9839172757682524,3.676056694671279,-0.5661407,-0.65703297,-0.6788159,-0.8916788,-5.0206733,OTHER,glc,3FGL J1750.2-3704,PowerLaw,1128.9801,NGC 6441,0,0.05760238608783178,0.942397613912168,0.029507851949213744,0.9704921480507857,0.12772196190218274,0.872278038097818,0.2904521628889111,0.7095478371110885,1.0,1.0,1.0,0.999
-24.66394677633159,-25.424299788765644,2.3350856,2.751204921918363,4.607184604658346,-0.2704188,-0.5957562,-0.6635474,-0.77652854,-0.2512975,OTHER,SNR,3FGL J1801.3-2326e,LogParabola,1813.1833,W28,0,0.1850799555029439,0.8149200444970557,0.004010364308059207,0.9959896356919401,0.021608008761513652,0.9783919912384873,0.49682138556262034,0.5031786144373797,0.911,1.0,1.0,0.504
-26.913533759867537,-25.475499815495418,2.1913302,1.7564075608576908,4.480947747283654,-0.29026026,-0.5328302,-0.5925072,-0.627686,-0.21079257,OTHER,SNR,3FGL J1805.6-2136e,LogParabola,3469.0142,W30,0,0.5664225035365262,0.4335774964634731,0.15655236103692954,0.843447638963069,0.30075898427267994,0.6992410157273214,0.677897236553819,0.3221027634461804,0.342,1.0,0.999,0.005
-29.584304518521254,-27.47026531757198,2.120233,1.0718372973946666,3.6162894004776023,0.2678552,-0.31657958,-0.5466611,-0.99998426,-11.11182,OTHER,glc,3FGL J1807.5-4343,PowerLaw,1920.0729,NGC 6541,0,0.43400637652698953,0.5659936234730106,0.04189876658580438,0.9581012334141963,0.11913582302869774,0.8808641769713013,0.2537782609791172,0.7462217390208825,0.679,1.0,1.0,1.0
-26.99936022251363,-25.703360670769392,2.609222,1.60282256571053,3.9640721443117686,-0.62606585,-0.3415982,-0.7477873,-0.78529674,0.038044583,OTHER,glc,3FGL J1808.5-1952,LogParabola,1877.3215,2MS-GC01,12,0.004204666859521519,0.9957953331404789,0.019106092101187612,0.9808939078988114,0.06409434308702217,0.9359056569129773,0.07882903245739757,0.9211709675426023,1.0,1.0,1.0,1.0
-30.841118245225662,-25.769375275491964,2.0963523,-1.8434083967854498,3.8264320724326706,0.97801495,-0.84339005,-0.5070752,-0.64164895,0.045541115,OTHER,spp,3FGL J1810.1-1910,PowerLaw,6945.693,,20,0.8854576651032942,0.11454233489670598,0.9945058760212185,0.005494123978779436,0.9996237746572395,0.00037622534276064555,0.8642446959911817,0.1357553040088179,0.0,0.0,0.0,0.0
-30.02103920672587,-25.73757601701016,2.2351284,0.8764435331520886,3.8552797060424178,-0.7211072,0.7342057,-0.5618486,-0.76376873,-0.32725322,OTHER,spp,3FGL J1811.3-1927c,PowerLaw,4510.5044,,288,0.39282105231235637,0.6071789476876437,0.3966793707444077,0.6033206292555925,0.4393968408722587,0.5606031591277412,0.6107249717520713,0.3892750282479283,0.808,0.706,0.663,0.059
-28.911651261427274,-25.931675527806,2.271087,1.2045692688997711,4.155879988110329,0.6783398,-0.7061181,-0.53298604,-0.76888496,-0.6930711,OTHER,spp,3FGL J1817.2-1739,PowerLaw,2911.374,,1,0.27299903617971605,0.7270009638202847,0.3487237135024454,0.6512762864975543,0.48753663444750706,0.5124633655524928,0.3666830646436458,0.6333169353563536,0.928,0.837,0.533,0.98
-25.41448444172002,-25.627108096466298,2.7067294,2.1244699554264654,4.653599087574674,-0.15093073,-0.6951703,-0.77296925,-0.8386245,0.009763544,OTHER,spp,3FGL J1818.7-1528,LogParabola,1195.2727,,64,0.7388214386495688,0.2611785613504308,0.04722036380777896,0.9527796361922218,0.10015872021340701,0.8998412797865938,0.5820982857687051,0.417901714231295,0.127,1.0,1.0,0.108
-30.691645860838,-25.166178220416775,1.6812232,1.4065775481585778,3.5713098399145142,-0.3891793,0.8021683,0.50494844,-0.14119558,-0.45345327,OTHER,PWN,3FGL J1824.5-1351e,LogParabola,27387.225,HESS J1825-137,0,0.22824534361171336,0.7717546563882856,0.9172538665057021,0.0827461334942974,0.9831730266403379,0.01682697335966237,0.8538496033229274,0.14615039667707277,0.987,0.006,0.003,0.0
-20.963851640130994,-25.759055525408016,2.379465,1.6739589394554089,4.253641844056706,-0.6164775,-0.71515054,-0.8068015,-0.79401475,-1.2937952,OTHER,HMB,3FGL J1826.2-1450,LogParabola,280.32834,LS 5039,0,0.0032561473413876946,0.9967438526586125,0.03282145274027728,0.9671785472597216,0.16931776318639571,0.8306822368136046,0.3090716918115178,0.6909283081884822,1.0,1.0,1.0,0.998
-24.338476599314355,-25.840347960577144,2.2390633,1.385377340557674,4.578165916913683,-0.18518706,-0.7283336,-0.8981539,-0.9999291,-0.13901766,OTHER,spp,3FGL J1828.4-1121,LogParabola,638.5214,,269,0.5050153084401942,0.4949846915598058,0.048141119707360326,0.9518588802926399,0.1412390228609167,0.8587609771390833,0.6406860517648707,0.35931394823512913,0.482,1.0,1.0,0.021
-29.070726969014277,-26.078463027834722,2.245306,1.2093777830072556,3.849969187825251,-0.3019096,-0.40068495,-0.7332978,-0.69110656,-1.2179761,OTHER,spp,3FGL J1829.7-1304,PowerLaw,2963.7612,,1,0.04793800656254823,0.9520619934374517,0.04729503269250019,0.9527049673075003,0.11745657968977259,0.8825434203102269,0.40411345333106324,0.5958865466689367,1.0,1.0,1.0,0.927
-29.991493134713856,-25.650429713089675,2.106443,0.22677645162715765,4.407615299546893,-0.25163302,-0.64236116,-0.70386136,-0.42125773,0.5918961,OTHER,spp,3FGL J1833.9-0711,PowerLaw,5840.978,,276,0.8488546411070611,0.15114535889293867,0.9184384466519647,0.08156155334803611,0.9543014818294865,0.04569851817051454,0.8125202628586112,0.1874797371413889,0.003,0.004,0.0,0.0
-27.34842099045049,-25.846293587864416,2.1708548,-0.42985620912346545,4.04472492014354,-0.25492585,-0.5535126,-0.5177915,-0.6901016,-0.22607367,OTHER,snr,3FGL J1834.5-0841,PowerLaw,2205.238,W 41,4,0.5759330506286263,0.4240669493713743,0.9519493669319309,0.04805063306807028,0.989875922151022,0.01012407784897964,0.8104328523380661,0.18956714766193364,0.255,0.0,0.0,0.0
-30.355894813686316,-25.532026820610657,2.0483415,0.018748687390497648,3.7859495208707665,-0.84944916,0.3016721,-0.45841366,-0.5014257,0.5228004,OTHER,spp,3FGL J1834.6-0659,PowerLaw,7926.3135,,0,0.8538432068770235,0.14615679312297825,0.9071337491012634,0.09286625089873637,0.9472902950234741,0.05270970497652734,0.8696339054337318,0.13036609456626916,0.0,0.006,0.002,0.0
-27.472501401305117,-27.65895696948022,2.0956552,1.5191602998398923,3.618114517077455,-0.2787988,-0.46226394,-0.8003461,-0.9999222,-11.371728,OTHER,glc,3FGL J1835.7-3258,LogParabola,1174.339,NGC 6652,0,0.0017229883567821055,0.998277011643218,0.002689086272562494,0.9973109137274372,0.010007656725073298,0.9899923432749268,0.055271462124882875,0.9447285378751181,1.0,1.0,1.0,1.0
-29.514097342544883,-25.29490364050319,1.9663213,-1.319011410568972,4.106123054450243,0.9925079,-0.5999014,-0.63155895,-0.26356578,0.13587537,OTHER,PWN,3FGL J1836.5-0655e,PowerLaw,8162.2485,HESS J1837-069,0,0.9220324909251945,0.07796750907480487,0.99520994270028,0.004790057299720759,0.9996576289324547,0.0003423710675458641,0.8565049929041827,0.14349500709581714,0.0,0.0,0.0,0.0
-26.77741406579591,-25.80460989574668,2.4159951,1.3425698601964062,3.40578590088954,-0.575128,-0.7660966,-0.71474457,-0.84799916,0.5824529,OTHER,spp,3FGL J1840.1-0412,PowerLaw,1427.1682,,0,0.0008624162393033116,0.999137583760697,0.0035962586242457794,0.9964037413757548,0.0185723265211662,0.9814276734788335,0.13945844558719522,0.8605415544128033,1.0,1.0,1.0,1.0
-29.45356632221771,-25.27471365053454,1.8055826,1.187254042528423E-4,4.462646544837071,0.35122478,-0.11433588,-0.45122457,-0.4970445,-0.19858986,OTHER,PWN,3FGL J1840.9-0532e,PowerLaw,9704.781,HESS J1841-055,0,0.9235483358866909,0.07645166411330882,0.9795819657333857,0.020418034266616283,0.9934635874417156,0.0065364125582851,0.9055957141405198,0.0944042858594811,0.001,0.0,0.0,0.0
-28.18838307584063,-25.74523393815127,2.358511,1.5458851316945252,3.8091564780246534,0.9698803,-0.23057775,-0.6158692,-0.5839778,0.014322019,OTHER,snr,3FGL J1849.4-0057,LogParabola,3460.7288,3C 391,0,0.05705962270848363,0.9429403772915153,0.14197973537281738,0.8580202646271835,0.2817319940549593,0.7182680059450401,0.42471804034076904,0.5752819596592307,1.0,0.995,0.999,0.863
-32.196066371020855,-27.534573785735336,1.8210037,1.0523636171098507,3.7728830886406466,-0.56155944,0.79688877,-0.10615743,-0.64519864,-10.924384,OTHER,glc,3FGL J1855.1-2243,PowerLaw,5914.816,NGC 6717,0,0.9296527546780505,0.0703472453219492,0.7823740273112282,0.21762597268877226,0.8018166555299107,0.19818334447008915,0.9452159034347584,0.05478409656524107,0.0,0.048,0.0,0.0
-24.47682481173651,-25.071088502131538,2.4438531,3.0840016295808894,4.709458578665497,-0.13288867,-0.5677082,-0.6948142,-0.8581923,-0.38825282,OTHER,SNR,3FGL J1855.9+0121e,LogParabola,1894.7809,W44,0,0.1773077695842955,0.8226922304157037,0.003041999649667428,0.9969580003503336,0.008034051555918824,0.9919659484440816,0.34981618318954083,0.650183816810459,0.94,1.0,1.0,0.99
-28.63603091966918,-27.77532234092837,2.200556,1.256259218411513,3.846133881882407,-0.6479319,-0.4018366,-0.74689347,-0.9073162,-25.620527,OTHER,glc,3FGL J1910.7-6000,PowerLaw,1271.7874,NGC 6752,4,0.015590683861232954,0.9844093161387675,0.07166295227377857,0.9283370477262223,0.0622245489820325,0.9377754510179668,0.15736856738808408,0.8426314326119166,1.0,1.0,1.0,1.0
-26.469045950812472,-25.587114628787557,2.259825,1.6689832453986673,3.9537632305893324,-0.49042633,-0.63633823,-0.5104247,-0.70949924,-0.15540415,OTHER,snr,3FGL J1910.9+0906,LogParabola,2569.6782,W 49B,0,0.016032949810169585,0.9839670501898305,0.018516296825504517,0.9814837031744956,0.12756974826008294,0.8724302517399176,0.38665291475281216,0.613347085247188,1.0,1.0,1.0,0.948
-25.72091802283524,-26.23207887329379,2.6501248,1.8008399321167186,3.8162199597395823,-0.55247736,-0.71143085,-0.7576694,-0.9998283,-0.268437,OTHER,spp,3FGL J1915.9+1112,LogParabola,1043.5619,,12,0.011553445780095664,0.9884465542199036,0.001301776992352193,0.998698223007649,0.012630508172438455,0.9873694918275608,0.14602397633416214,0.8539760236658372,1.0,1.0,1.0,1.0
-24.40442338320316,-25.569633953741075,2.1245205,1.9619809971022357,4.23616332926743,-0.3781227,-0.5878136,-0.5879697,-0.64633226,-0.46182865,OTHER,SNR,3FGL J1923.2+1408e,LogParabola,1362.4939,W51C,0,0.06073271821621794,0.9392672817837815,0.017186952567685113,0.9828130474323152,0.14482129209315978,0.8551787079068407,0.5752458506507135,0.42475414934928657,1.0,1.0,1.0,0.144
-27.942624970565443,-26.912383809581858,2.5137475,1.3854726119668708,3.9160993872209935,-0.49143437,-0.4776727,-0.76395357,-0.9720731,1.3174822,OTHER,spp,3FGL J1951.6+2926,LogParabola,1738.2528,,1,0.07970889519597665,0.9202911048040227,0.007202966881765698,0.9927970331182348,0.0460115660748181,0.9539884339251817,0.13503867431109604,0.8649613256889037,1.0,1.0,1.0,1.0
-28.43203203246842,-26.410689322540687,2.3986793,1.3479483949635809,3.433809682251405,-0.5011937,-0.61495036,-0.8513528,-0.78597254,0.7972686,OTHER,spp,3FGL J2014.4+3606,PowerLaw,1692.8959,,16,0.0014785886071028336,0.9985214113928973,0.004034717722178583,0.9959652822778213,0.012058895727011746,0.9879411042729885,0.12002162671782023,0.8799783732821798,1.0,1.0,1.0,1.0
-24.209680287385034,-26.277906634369113,2.562829,2.3534839223453146,3.674602221233156,-0.46584436,-0.76679826,-0.8494037,-0.9999422,0.9626168,OTHER,spp,3FGL J2022.2+3840,LogParabola,643.3309,,2564,0.08128162760950239,0.9187183723904977,0.0002602118743236809,0.9997397881256765,0.001304504205782432,0.9986954957942157,0.17776145697622844,0.8222385430237716,0.963,1.0,1.0,1.0
-23.57830935810402,-26.26243830479309,1.9965986,2.454565199400188,4.069920623989846,-0.24734509,-0.65545636,-0.77425444,-0.8988203,4.6703305,OTHER,SNR,3FGL J2045.2+5026e,LogParabola,598.8035,HB21,0,0.0012825562363978596,0.998717443763604,0.0024167688861529285,0.997583231113847,0.004093651527612497,0.9959063484723855,0.055403860227767575,0.9445961397722319,1.0,1.0,1.0,1.0
-23.538952355931727,-26.542030427501622,1.8640456,2.211031694990905,3.9936007422740283,-0.26554483,-0.6069472,-0.6664709,-0.8682126,-8.562567,OTHER,SNR,3FGL J2051.0+3040e,LogParabola,497.43094,Cygnus Loop,0,0.0009153412886273809,0.9990846587113722,0.0015952848311598215,0.99840471516884,0.01348093015917485,0.9865190698408236,0.03461760678580946,0.9653823932141908,1.0,1.0,1.0,1.0
-26.374770939413057,-27.11170775177949,2.5461597,1.6056680935723369,5.6574088067413975,0.078134574,-0.6151808,-0.95741457,-0.80430865,-0.501168,OTHER,NOV,3FGL J2102.3+4547,LogParabola,938.1276,V407 Cyg,4,0.9986162970825607,0.0013837029174396853,0.7207532108768521,0.279246789123147,0.8180614386323805,0.181938561367618,0.8107535687767076,0.1892464312232929,0.0,0.071,0.0,0.0
-32.852585182355604,-26.945517319178826,1.946949,-1.1753534080812003,3.578040358245815,0.8053086,-0.9257947,-0.2925134,-0.15559933,2.75267,OTHER,spp,3FGL J2225.8+6045,PowerLaw,10194.455,,256,0.9979197546757024,0.002080245324298956,0.9926443670196885,0.007355632980311304,0.9997286888095666,0.00027131119043313843,0.9845767168710676,0.015423283128933575,0.0,0.0,0.0,0.0
-32.946086419667765,-27.227434456677482,1.513586,1.1689221221357544,3.760203894930183,-0.357844,0.9998144,-0.37613666,-0.3596653,-0.98451567,OTHER,snr,3FGL J2301.2+5853,PowerLaw,12251.831,CTB 109,0,0.9269856860668874,0.07301431393311343,0.570361198001494,0.4296388019985061,0.5973954531847303,0.40260454681526964,0.9402473422679989,0.05975265773200172,0.0,0.391,0.096,0.0
-27.954134593881314,-26.598846238100215,1.6944776,1.9132360728889002,3.690681989641995,0.9999265,-0.21588834,-0.3813773,-0.54975295,-2.1290045,OTHER,snr,3FGL J2323.4+5849,LogParabola,2998.5,Cas A,0,0.16956458947975184,0.8304354105202486,0.010595824928898516,0.9894041750711022,0.16416795132604645,0.8358320486739537,0.7037367976542175,0.2962632023457827,1.0,1.0,1.0,0.0
